X1,X2,label_true
0.04840051912369425,-0.6043129582244844,1.0
-2.90377555502583,-1.7676212229649035,1.0
0.7603423693027394,-1.2172129577310515,2.0
1.6720334188049495,0.7084506422943153,0.0
-0.614447970128088,-0.5832037902653939,1.0
-0.36446714285362103,-1.7652583277218037,1.0
-0.6842014470999602,-0.5798831852233954,1.0
-0.8329229003477152,-1.0813557076764262,1.0
1.331149517276404,0.2336401836768327,2.0
-0.5476475575733767,-1.0920996378833496,1.0
0.7177761371187743,1.8557115492676992,0.0
1.12972636837887,-0.5390773516797764,2.0
0.2311081996369284,-0.5171953966276295,2.0
-1.9728467132273446,-2.3675749938335846,1.0
0.9904455594406227,-1.0688418431416637,2.0
1.9160681266465254,0.981941009221859,0.0
1.4257094993204489,1.7804736260631815,0.0
-2.149087768396409,-1.6230178862412672,1.0
-1.7088101477365747,-0.8285103550383179,1.0
-1.0576405527539465,-1.3357361105516645,1.0
-1.456933014544099,-2.021258511418128,1.0
1.3516297680523457,0.39641310017273435,0.0
1.2494564780220814,1.4946012177343637,0.0
1.7845400316136355,-0.2913010271932328,2.0
0.47867162456609214,0.42149302293868995,0.0
1.5396198075128815,-1.731372777687489,2.0
-0.05676312424780905,0.8058260257798231,0.0
0.45910249408288883,-1.8154127440149175,2.0
1.1293851392632386,-0.49276332286810054,2.0
-1.4376721457900217,-1.5155438200540239,1.0
0.11529153116501867,-0.6018943206156697,1.0
1.1971875593264132,-0.35907759323422794,2.0
0.22713650347448178,-2.356921268190904,2.0
0.4711760915440567,0.15915893668782755,0.0
0.9791007148545436,0.9172804509433857,0.0
0.5427007086504777,1.0549598176219235,0.0
0.08518985003741497,0.06371919723103203,2.0
1.7238737655219496,-1.2047217366527725,2.0
0.35739666112666824,1.1767476389538107,0.0
0.2600549959685534,-2.2772851442526933,2.0
-0.9985474846564435,-0.2812395948043228,1.0
1.827800283500827,-0.3150364621133943,2.0
1.1557242148060247,0.9381371337605915,0.0
0.806497008488914,0.8182961127161724,0.0
0.8864470866963164,1.5386011247241127,0.0
-0.7381034015388915,-0.08281477763167011,1.0
-1.7088711866380137,-1.7191078139528235,1.0
1.0073500145045744,2.2501093457340846,0.0
1.2077132207458794,1.5809903113567723,0.0
0.8829261114411839,-1.523808992754598,2.0
1.1270538621661734,-2.707586470494957,2.0
-1.0094160285501728,-0.42916962153195803,1.0
-2.16528862757224,-0.6987347806518651,1.0
1.5743514446085216,-0.6563033791125382,2.0
0.6856938689729326,-1.97571064894049,2.0
1.5105021230420048,-0.22960923196591598,2.0
0.022649243519236806,-1.2312318535609559,2.0
-1.0210933145343386,-1.0453098692307752,1.0
0.8994943417985757,0.7325821857347314,0.0
0.96070688568587,0.999030470085433,0.0
-1.6761677011893088,-1.507017923461786,1.0
0.8551387026098963,0.5253331774496272,0.0
0.5402992877267745,-1.4850932511139032,2.0
1.7311426150355622,0.14334434291557807,2.0
0.05402726713025552,-1.4168737120139754,1.0
0.9412373904685497,-0.9609254287142588,2.0
0.9921980717107112,1.0080492299090436,0.0
-1.4104428376441638,-1.3128097455373078,1.0
0.8811691942682601,0.906107052062106,0.0
0.5462092148147728,-0.9949419172167938,2.0
1.8782234365285435,-0.9913080322508638,2.0
1.3662832170816537,0.6236916420093568,0.0
1.1161044658574761,1.9303988979218873,0.0
1.8386330922467686,0.25888845734912125,2.0
0.4813933070571492,0.5741961949429535,0.0
-0.14113884287623124,1.323947578868042,0.0
0.40378956192248705,2.2759065200895714,0.0
1.3662936623722275,0.8799175681444263,0.0
1.6707456701954517,-2.830759648032092,2.0
1.3948059745516663,0.10081339140523105,0.0
-0.22912340840640355,1.3156541232641403,0.0
-1.998856379798894,-1.6527991609279091,1.0
0.8785752720489847,0.6429793221710682,0.0
0.5279671375398367,1.0222813907920458,0.0
0.5347494293830899,0.5890411547183612,2.0
1.1488109325062756,2.0829220478935913,0.0
2.3362184046436463,-1.3944817167911183,2.0
0.857972211463333,0.9230820544834804,0.0
-2.001094645196752,-0.06703626524975859,1.0
-0.7125787460759667,-0.6633211049757636,1.0
1.0213826067284317,0.9741815284084532,0.0
0.968598536174574,-0.22629096658311632,2.0
0.15738536546015447,1.2919304520773225,0.0
1.9073049072695183,1.4315215188383088,0.0
1.526362611374037,1.3940928030102895,0.0
2.003620691786569,-1.3980320682446734,2.0
1.6013729349498713,0.4332613967719212,0.0
0.8241302869750363,-1.2679844101836144,2.0
